"archive","extension","size_gb","output_dir","status","deleted","exit_code","detail_log","message"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Happiness_Through_Self_Care_FE_And_Gold_Bundle.zip",".zip","0.8718","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Happiness_Through_Self_Care_FE_And_Gold_Bundle","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\033_Happiness_Through_Self_Care_FE_And_Gold_Bundle.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\healthandwellnessplr.com.zip",".zip","0.1911","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\healthandwellnessplr.com","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\034_healthandwellnessplr.com.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Health_and_Wellness_21_PLR_Products.zip",".zip","2.1817","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\Health_and_Wellness_21_PLR_Products","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\035_Health_and_Wellness_21_PLR_Products.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\HomeWorkoutFitnessSocialQuote-Images.zip",".zip","0.1419","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\HomeWorkoutFitnessSocialQuote-Images","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\036_HomeWorkoutFitnessSocialQuote-Images.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\HowToCreateaKillerLinkedInProfile.zip",".zip","0","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\HowToCreateaKillerLinkedInProfile","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\037_HowToCreateaKillerLinkedInProfile.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\How_To_Boost_Your_Immunity_Against_The_Coronavirus.zip",".zip","0.0382","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\How_To_Boost_Your_Immunity_Against_The_Coronavirus","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\038_How_To_Boost_Your_Immunity_Against_The_Coronavirus.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\How_To_Craft_The_Life_You_Want_FE_and_Upsell_SlenderMan_BBHF.zip",".zip","2.8644","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\How_To_Craft_The_Life_You_Want_FE_and_Upsell_SlenderMan_BBHF","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\039_How_To_Craft_The_Life_You_Want_FE_and_Upsell_SlenderMan_BBHF.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\InfluencerMarketing+Group-Domination.zip",".zip","0.0038","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\InfluencerMarketing+Group-Domination","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\040_InfluencerMarketing_Group-Domination.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\InfluentialLeader+-+PLR.zip",".zip","0.3426","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\InfluentialLeader+-+PLR","extracted_deleted","True","0","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\041_InfluentialLeader_-_PLR.log","extracted successfully; archive deleted"
"G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\ItsYourYear.zip",".zip","0.0001","G:\Documents\warriorplus MMO\Agent PLR Saas\plr_files\_INBOX_DROP_HERE\ItsYourYear","failed","False","2","G:\Documents\warriorplus MMO\Agent PLR Saas\reports\archive_extract_details_continue_20260510_193214\042_ItsYourYear.log","7z exit code 2; archive kept"
